label,path,width,height
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_125.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_126.jpg,360,380
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_127.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_128.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_129.jpg,200,249
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_13.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_130.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_131.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_132.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_133.jpg,526,583
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_134.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_135.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_136.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_137.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_138.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_139.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_14.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_140.jpg,510,602
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_141.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_142.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_143.jpg,236,298
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_144.jpg,544,564
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_145.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_146.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_147.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_148.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_149.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_15.jpg,383,407
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_150.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_151.jpg,319,360
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_152.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_153.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_154.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_155.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_156.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_157.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_158.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_159.jpg,398,397
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_16.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_160.jpg,557,641
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_161.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_162.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_163.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_164.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_165.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_166.jpg,442,426
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_167.jpg,334,407
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_168.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_169.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_17.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_170.jpg,620,415
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_171.jpg,310,380
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_172.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_173.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_174.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_175.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_176.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_177.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_178.jpg,620,415
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_179.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_18.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_180.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_181.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_182.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_183.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_184.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_185.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_186.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_187.jpg,248,274
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_188.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_189.jpg,453,437
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_19.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_190.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_191.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_192.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_193.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_194.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_195.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_196.jpg,388,453
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_197.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_198.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_199.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_2.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_20.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_200.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_201.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_202.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_203.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_204.jpg,256,256
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_205.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_206.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_207.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_208.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_209.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_21.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_210.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_211.jpg,394,368
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_212.jpg,524,581
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_213.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_214.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_215.jpg,565,513
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_216.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_217.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_218.jpg,373,378
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_219.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_22.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_220.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_221.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_222.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_223.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_224.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_225.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_226.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_227.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_228.jpg,310,380
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_229.jpg,495,619
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_23.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_230.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_231.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_232.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_233.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_234.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_235.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_236.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_237.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_238.jpg,510,602
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_239.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_24.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_240.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_241.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_242.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_243.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_244.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_245.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_246.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_247.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_248.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_249.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_25.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_250.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_251.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_252.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_253.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_254.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_255.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_256.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_257.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_258.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_259.jpg,256,256
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_26.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_260.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_261.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_262.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_263.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_264.jpg,546,562
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_265.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_266.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_267.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_268.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_269.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_27.jpg,509,537
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_270.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_271.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_272.jpg,524,581
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_273.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_274.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_275.jpg,236,236
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_276.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_277.jpg,357,396
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_278.jpg,442,426
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_279.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_28.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_280.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_281.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_282.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_283.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_284.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_285.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_286.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_287.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_288.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_289.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_29.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_290.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_291.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_292.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_293.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_294.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_295.jpg,204,245
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_296.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_297.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_298.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_299.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_3.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_30.jpg,379,379
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_300.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_301.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_302.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_303.jpg,200,249
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_304.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_305.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_306.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_307.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_308.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_309.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_31.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_310.jpg,224,225
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_311.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_312.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_313.jpg,305,325
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_314.jpg,531,577
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_315.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_316.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_317.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_318.jpg,197,229
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_319.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_32.jpg,249,238
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_320.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_321.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_322.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_323.jpg,326,405
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_324.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_325.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_326.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_327.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_328.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_329.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_33.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_330.jpg,331,392
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_331.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_332.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_333.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_334.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_335.jpg,572,536
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_336.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_337.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_338.jpg,524,581
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_339.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_34.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_340.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_341.jpg,640,480
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_342.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_343.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_344.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_345.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_346.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_347.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_348.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_349.jpg,554,554
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_35.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_350.jpg,175,167
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_351.jpg,337,412
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_352.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_353.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_354.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_355.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_356.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_357.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_358.jpg,225,225
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_359.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_36.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_360.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_361.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_362.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_363.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_364.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_365.jpg,512,512
glioma,F:\brain tumor detection\data\raw\primary\glioma\glioma_Te-gl_366.jpg,512,512
