label,path
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(58).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(59).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(6).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(60).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(61).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(62).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(63).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(64).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(65).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(66).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(67).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(68).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(69).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(7).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(70).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(71).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(72).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(73).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(74).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(75).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(76).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(77).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(78).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(79).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(8).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(80).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(81).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(82).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(83).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(84).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(85).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(86).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(87).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(88).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(89).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(9).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(90).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(91).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(92).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(93).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(94).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(95).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(97).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(98).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image(99).jpg
glioma,F:\brain tumor detection\data\raw\secondary\normalized\glioma\glioma_tumor_image.jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(1).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(10).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(100).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(102).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(106).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(107).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(109).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(11).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(112).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(113).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(118).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(12).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(120).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(121).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(123).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(124).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(125).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(126).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(127).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(13).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(14).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(15).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(16).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(17).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(18).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(19).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(2).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(20).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(21).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(22).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(23).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(24).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(25).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(26).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(27).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(28).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(29).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(3).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(30).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(31).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(32).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(33).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(34).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(35).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(36).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(37).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(38).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(39).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(4).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(40).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(41).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(42).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(43).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(44).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(45).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(46).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(47).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(48).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(49).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(5).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(50).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(51).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(52).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(53).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(54).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(55).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(56).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(57).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(58).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(59).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(6).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(60).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(61).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(62).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(63).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(64).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(65).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(66).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(67).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(68).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(69).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(7).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(70).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(71).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(72).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(73).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(74).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(75).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(76).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(77).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(78).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(79).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(8).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(80).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(81).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(82).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(83).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(84).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(85).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(86).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(87).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(88).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(89).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(9).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(90).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(91).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(92).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(93).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(94).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(95).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(96).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(97).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(98).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image(99).jpg
meningioma,F:\brain tumor detection\data\raw\secondary\normalized\meningioma\meningioma_tumor_image.jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(1).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(10).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(100).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(101).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(102).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(103).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(104).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(11).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(12).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(13).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(14).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(15).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(16).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(17).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(18).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(19).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(2).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(20).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(21).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(22).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(23).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(24).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(25).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(26).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(27).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(28).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(29).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(3).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(30).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(31).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(32).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(33).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(34).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(35).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(36).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(37).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(38).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(39).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(4).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(40).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(41).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(42).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(43).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(44).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(45).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(46).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(47).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(48).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(49).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(5).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(50).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(51).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(52).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(53).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(54).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(55).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(56).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(57).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(58).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(59).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(6).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(60).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(61).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(62).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(63).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(64).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(65).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(66).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(67).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(68).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(69).jpg
notumor,F:\brain tumor detection\data\raw\secondary\normalized\notumor\no_tumor_image(7).jpg
